0	0.190742141
0	0.228746841
0	0.420540995
0	0.300873237
0	0.260309215
0	0.157057665
0	0.301339356
0	0.228325139
0	0.372585044
0	0.208610339
0	0.245943313
0	0.334893479
0	0.228138402
0	0.304797427
0	0.157532936
0	0.175341728
0	0.274150874
0	0.170256938
0	0.307930659
0	0.166314849
0	0.247938957
0	0.415879095
0	0.183144109
0	0.275669356
0	0.188540208
0	0.427619344
0	0.185913806
0	0.2473251
0	0.372202338
0	0.216439225
0	0.350378247
0	0.243919326
0	0.180188916
0	0.315160105
0	0.328503021
0	0.235789109
1	0.168373213
1	0.173120659
1	0.100808286
1	0.204332152
1	0.167120803
1	0.070446959
1	0.170347874
1	0.145909695
1	0.074629496
1	0.20465619
1	0.175601305
1	0.13884003
1	0.42267921
1	0.071489497
1	0.209085536
1	0.170998537
1	0.260160319
1	0.165480845
1	0.169692904
1	0.162810088
1	0.165444978
1	0.156838278
1	0.183920329
1	0.162038663
1	0.167895482
1	0.086845175
1	0.171746732
1	0.141190711
1	0.078858131
1	0.081661068
1	0.09231308
1	0.473186751
1	0.17536301
1	0.092695331
1	0.14613623
1	0.190637186
1	0.16063807
1	0.180071988
1	0.175091401
1	0.192296937
1	0.171099587
1	0.16471962
1	0.294554471
1	0.226663629
1	0.187879359
1	0.074331223
1	0.078270523
1	0.137507622
1	0.220675227
1	0.153518711
1	0.052825837
1	0.352994686
1	0.164415729
1	0.166727897
1	0.161316483
1	0.233657171
1	0.070153211
